ID,CONT0,CAT0PR,DUM0,CONT0CATV,CONT1,CONT2,CONT3,CONT4,CONT5,CONT6,CONT7,CONT8,CONT9,DUM1,ORD0,ORD1,CAT1PR,YLC0_pot,YLC1_pot,YLC2_pot,YLC3_pot,YLC0_pot_se,YLC1_pot_se,YLC2_pot_se,YLC3_pot_se,YLC1vs0_iate,YLC2vs0_iate,YLC3vs0_iate,YLC2vs1_iate,YLC3vs1_iate,YLC3vs2_iate,YLC1vs0_iate_se,YLC2vs0_iate_se,YLC3vs0_iate_se,YLC2vs1_iate_se,YLC3vs1_iate_se,YLC3vs2_iate_se,YLC1vs0_iatemate,YLC2vs0_iatemate,YLC3vs0_iatemate,YLC2vs1_iatemate,YLC3vs1_iatemate,YLC3vs2_iatemate,YLC1vs0_iatemate_se,YLC2vs0_iatemate_se,YLC3vs0_iatemate_se,YLC2vs1_iatemate_se,YLC3vs1_iatemate_se,YLC3vs2_iatemate_se
19.0,-1.9001888589181728,227.0,0.0,-1.6214216246627184,-0.1476463101670657,0.4130714647463257,-0.4020822206392698,-0.4702251566326114,0.21996929355076905,-0.3146054714030549,-2.3634969884679697,-0.2300682167941457,0.3782433486193689,1.0,4.0,6.0,179.0,-30.781018074516123,-13.40826652833557,8.050259759628597,34.18014443517487,2.397887980355279,1.1631623582900685,1.7356601278119967,3.437532610530382,17.372751546180552,38.83127783414472,64.961162509691,21.45852628796417,47.58841096351044,26.129884675546272,2.6651103988531566,2.960132234480189,4.191240534113038,2.0893689839325345,3.6289911986945813,3.8508630886771575,-0.4404996748863753,1.9038185068909328,2.444941700186532,2.344318181777308,2.885441375072907,0.5411231932955991,2.4559777285196245,2.5667789606549847,4.670195435338799,1.5494855599451993,4.198008655526684,4.263778172202867
20.0,-0.10097469617629824,149.0,0.0,-0.12659999537789632,0.8104795064905496,-0.10852670655773416,-0.03657640686956522,0.9068046942629564,-1.4989452004950032,-0.5937718085637015,0.10779418826162307,1.6648480979248201,0.05056268605538017,1.0,3.0,2.0,149.0,-31.386958818933785,-14.777466495720494,2.384744113759505,26.481288970753944,2.4866559081892867,1.6570727380973722,1.3601370271003381,2.7801654907906705,16.60949232321329,33.77170293269329,57.86824778968773,17.16221060948,41.25875546647444,24.096544856994438,2.9882014097242857,2.8343306684686658,3.7299836141618656,2.1437963503642012,3.2365429420183585,3.0950432773505243,-1.2037588978536349,-3.1557563945604934,-5.100852186114453,-1.9519974967068585,-3.8970932882608187,-1.9450957915539604,3.003101457521705,2.8232085281719077,4.026781008088819,1.627683510466816,3.300577601543069,3.1377859285141483
21.0,-0.8241696115658139,181.0,1.0,-0.8886317757201432,-0.3901806825176134,-0.1823742754659266,0.33297691266353463,-0.2958128726219415,0.1663604042500019,0.1501931431937166,-0.21877592778223715,-0.6037251907996597,0.5128591940086452,1.0,2.0,4.0,29.0,-30.871098282958865,-14.237359050955739,3.37902802365346,29.009064058442547,2.206936890630573,1.38955756882791,1.5458083446238917,3.0267241155837614,16.633739232003126,34.25012630661232,59.880162341401416,17.6163870746092,43.246423109398286,25.630036034789086,2.607957184524522,2.694456137615715,3.745881646699805,2.0785556705067556,3.330454790106485,3.3986147634242334,-1.1795119890637953,-2.6839589579478282,-2.8302988080647182,-1.5044469688840327,-1.6507868190009232,-0.14633985011689044,2.771270628466049,2.716075016035498,3.9130022232675574,1.606670645591893,3.2428249212640643,3.1957841082440015
22.0,0.4632755510247632,223.0,1.0,0.4794026011456441,0.4577384461350391,-0.7182991530542959,-0.9926223520235896,0.8460274860132487,0.5039348637039377,1.6741357575537976,-0.05452099353732142,-0.30054845990407697,-0.01676077740430881,1.0,6.0,3.0,17.0,-30.88766941731982,-12.13056029352541,7.703945633140279,31.8379168760572,2.7485894318137536,1.1733732867366122,1.6708700264376193,2.8442131037608496,18.75710912379441,38.5916150504601,62.72558629337702,19.83450592666569,43.96847716958261,24.13397124291692,2.9885696804165924,3.2166054327389775,3.9552865944559796,2.041717785413726,3.076743903810001,3.2986898649088814,0.9438579027274877,1.664155723206319,0.03881198033119693,0.7202978204788314,-0.9050459223962908,-1.6253437428751223,2.7665179255542407,2.841032526969198,3.6900115067839487,1.6023720206376093,2.8482126313572897,2.9206436928025408
23.0,-0.3609949387810221,149.0,1.0,-0.4708332508412998,0.5791745142086696,0.12402688212738773,0.7052818358980859,0.3850637280522757,-0.4528820295889571,0.5509628154984028,-0.4302352581404879,1.2082363496448472,-0.4723874720469231,0.0,5.0,7.0,29.0,-30.123314192616498,-11.859022913137878,9.831402810386946,35.34044709251859,2.8817611148713436,1.2410569550163089,1.8292014914289179,3.1048588676726294,18.26429127947862,39.954717003003445,65.46376128513509,21.690425723524825,47.199470005656465,25.50904428213164,3.1376375649170956,3.4132865715363407,4.236118000168302,2.21047516652871,3.343706170368401,3.6036268791886794,0.47450860993898436,2.960541430173445,2.7094358449831533,2.4860328202344606,2.234927235044169,-0.2511055851902917,3.187765027005646,3.2285027451533495,4.08853792213926,1.618381372082226,2.985309134882157,3.028771159872145
24.0,-0.8917018460724184,41.0,0.0,-0.8886317757201432,-1.026679228919797,0.0814874770376201,0.20687295824395144,-0.98057572827931,-0.31087571207589265,1.3393455902385791,2.0102139212096475,0.3887254135025075,-0.5153598204892038,1.0,2.0,9.0,197.0,-30.949846960870808,-13.325040914739535,5.27772419052647,34.181689185807954,2.8795064024292585,1.3663963827472072,1.6740992148221618,4.068447214296514,17.624806046131273,36.22757115139728,65.13153614667877,18.602765105266005,47.506730100547486,28.903964995281484,3.1872552763178135,3.330790492165376,4.984357516987335,2.1609366616939125,4.291771407041819,4.399417111002916,-0.1884451749356466,-0.6998881758565002,2.4447618336329313,-0.5114430009208536,2.633207008568578,3.1446500094894314,3.2474816993249016,3.2103914002073104,4.951475057884962,1.6329368225282463,4.108159560277628,4.0789031035041
26.0,1.095771571353117,197.0,0.0,0.8851836694325024,0.9667725949259076,0.4442231302686536,-1.907825003159712,-0.3255332218547911,-2.337368101820408,-0.7357680825888786,-0.027724991715496628,2.1807153224699767,1.0737659376546809,0.0,1.0,6.0,181.0,-30.526902167272624,-12.310224661188585,6.265665641973148,31.991202000604034,2.530081265665157,1.1273990690693283,1.604774315358515,2.7210630196880126,18.21667750608404,36.792567809245774,62.51810416787666,18.57589030316173,44.30142666179262,25.725536358630887,2.769898891982917,2.996099433280577,3.715574675334012,1.9612060738669914,2.9453713888153445,3.159032218947448,0.4107125791491757,-0.13489151800800536,-0.16867014516916723,-0.5456040971571811,-0.5793827243183429,-0.03377862716116187,2.7123936042632897,2.7629553067515467,3.7650975509160323,1.4548363736138938,2.942547606207484,2.9892188574033063
31.0,-0.516878378645327,7.0,0.0,-0.4708332508412998,1.7720359045952243,1.3772799702231262,2.4842768488214,0.4047598322547809,-0.20541860185339725,-1.4842019347518138,-1.5865347709178181,0.4436576001892695,-0.6233321741880017,0.0,5.0,1.0,197.0,-31.12016200807654,-13.025858964807352,5.145875886603891,29.02402367923029,2.9881636307831414,1.2574551631026145,1.762694743095919,2.933649668328906,18.09430304326919,36.26603789468043,60.14418568730683,18.171734851411244,42.04988264403764,23.8781477926264,3.2419616548547436,3.4693248106329095,4.187531762365676,2.1652450772490885,3.191785372436518,3.422483474587465,0.28105182220226965,-0.6614214325733458,-2.2709909930758765,-0.9424732547756155,-2.552042815278146,-1.6095695605025306,3.279407982772357,3.342905311833773,5.145796437475698,1.6826364806426484,4.258576120963509,4.307664075163708
32.0,1.11085566107327,167.0,0.0,0.8851836694325024,-0.2487409600505452,0.34908213579806513,0.33530391275961724,-0.5934014437044395,-0.6963255188157045,-2.145495186371389,-0.3632347508555772,0.7810456178801091,-0.2627507469098748,0.0,2.0,9.0,137.0,-30.500637772262547,-12.813681946919617,6.949065898532069,33.49413078923412,2.498360183461551,1.3332592616932115,1.5852573874892149,2.8718334543090216,17.686955825342928,37.44970367079462,63.99476856149667,19.762747845451685,46.307812736153736,26.54506489070205,2.8318516672306058,2.9588586635551155,3.8064722507322344,2.0713814818810796,3.16622924757182,3.2803152857427618,-0.12629539572399323,0.522244343540835,1.0943711584304565,0.6485397392648282,1.2206665541544497,0.5721268148896215,2.774962134342818,2.7358353926752574,3.954702672151994,1.470007623912064,3.211821966372223,3.178078160217156
33.0,1.5144841726566778,23.0,1.0,1.6635044382564037,1.487896556392627,-0.260025860394941,0.03387335753064067,-0.008417559030674603,-0.5319172064479288,-1.065723678830124,0.4088935941743084,-0.4747123513838631,0.6606996160962146,1.0,3.0,9.0,149.0,-30.910068202182917,-12.196405071710817,7.554358574627807,33.38894419250321,2.6496340318292186,1.2825926005661226,1.6916510080538438,2.8909008732563213,18.7136631304721,38.464426776810726,64.29901239468613,19.750763646338626,45.58534926421403,25.834585617875405,2.943739846123385,3.1436036066395436,3.921462528396991,2.122905299837125,3.1626494649298604,3.349476226523148,0.8950725905512054,1.5316281307029749,1.5444637354796635,0.6365555401517695,0.6493911449284582,0.012835604776688658,2.890849269329912,2.905396598119486,3.921293641328826,1.5521171864986363,3.056841865354838,3.070602886106414
34.0,0.3324480075959849,97.0,0.0,0.4794026011456441,1.2889614094073452,-0.2000734260611801,0.6452393965319253,2.3162836718723687,1.339010522424856,-0.5687500302575966,-0.596355647796025,-1.2002349774961432,0.5694198160573486,0.0,1.0,1.0,29.0,-31.618827373145518,-14.430653224578412,0.6702086909416061,27.347393770311314,2.7345182716986005,1.4840881584125323,1.4598909985514588,2.629040819875378,17.188174148567107,32.28903606408712,58.966221143456835,15.100861915520019,41.77804699488973,26.677185079369707,3.111287167748069,3.0998180439995306,3.7933423007717746,2.081777939548759,3.0190020361886645,3.0071809656591295,-0.6162007012622426,-4.987353344057693,-4.0297444149438855,-4.37115264279545,-3.4135437136816424,0.9576089291138077,3.519502291139928,3.4165240137128676,4.367991739408597,1.7719929532964982,3.2475643990223673,3.1356681081924136
38.0,0.8497774726032773,127.0,1.0,0.8851836694325024,-0.6033451066516851,-0.9560507090354796,-0.17709870421206092,0.07884641827561968,1.992340238323444,-2.4884533622059752,1.0587415446448996,0.34987029577385603,-0.4600708142205847,0.0,5.0,3.0,179.0,-30.360044267690668,-13.525972159835815,5.976316848826733,32.59428910534518,2.554352875147665,1.4175349735511478,1.4709172539110338,2.76586171049566,16.83407210785485,36.3363611165174,62.95433337303585,19.502289008662547,46.120261265181,26.61797225651845,2.921322305397985,2.9475949821215806,3.7649315548043,2.042792933484407,3.107956949963534,3.132664771315175,-0.9841516035159046,-0.6213182435620113,-0.11607882438627293,0.3628333599538933,0.8680727791296317,0.5052394191757383,2.8932932466597756,2.7736278850240343,4.089723295807025,1.5735595571704324,3.392479133560911,3.291015117720066
40.0,-0.10880453908401833,2.0,1.0,-0.12659999537789632,0.2803596846423978,0.6974706435877012,-1.9167757692847118,-1.1465686010302276,0.1843047947382068,-0.8220704819041025,-0.5513264977136224,-1.6396172790955463,1.1689633108174855,1.0,5.0,9.0,109.0,-31.085424420044284,-11.277089171829315,9.098621154565436,35.575065374914466,3.0752740893318142,1.0705541358185575,1.6351033381265276,2.7585363751374734,19.808335248214966,40.18404557460972,66.66048979495875,20.375710326394753,46.85215454674378,26.47644422034903,3.256285749474981,3.4829403742912586,4.131202446924165,1.9543922544030745,2.958987849024529,3.206725098805494,1.9830173730453926,3.2445195932532864,3.9616488278102717,1.2615022202078938,1.9786314547648791,0.7171292345569853,3.051836801756992,3.112357615977193,3.758069731256951,1.4488090257047457,2.5564361459308915,2.6283888284260533
41.0,-0.7524247051301698,7.0,0.0,-0.8886317757201432,0.3999381436362275,0.16943796744905115,0.7671932820174581,1.5287129088756255,0.8204586668688788,-2.816912978028041,-0.34098303140131103,0.5793484535368876,-0.6604808537920062,0.0,7.0,8.0,13.0,-29.834268190479808,-11.725088245887937,8.35709537964067,35.8317997238636,3.008891580845144,1.330258532832386,1.6880151750658543,3.668922723084384,18.109179944591872,38.19136357012048,65.6660679143434,20.082183625528607,47.556887969751536,27.47470434422293,3.289835301265728,3.4500469238161675,4.744936510981546,2.1491819363250704,3.9026377890009605,4.038612283844234,0.18970560314179052,1.061903886286425,2.8502572751737816,0.8721982831446344,2.6605516720319913,1.7883533888873568,3.6172093494181548,3.5826918406343706,4.7467781251625665,1.6804995117005008,3.5384036447809875,3.503109718639906
42.0,0.194891452929225,211.0,0.0,0.179485277989533,-0.4512069965945956,-0.9607517307575622,1.4078834528139617,-0.7990838819536801,1.860509811916352,2.428310170606651,1.0576874042487636,0.7755728746114754,-1.230793966787755,1.0,4.0,9.0,5.0,-30.40358202134605,-11.899933628697706,8.777749380406268,35.82279839655014,2.9429934468089467,1.2697106675915333,1.8414872488062357,3.5598220375810787,18.503648392648344,39.18133140175232,66.2263804178962,20.677683009103973,47.72273202524785,27.04504901614387,3.205210696250114,3.4716402053606252,4.618824890294967,2.2367924505665915,3.7794838428869673,4.007918191126643,0.6760477944736891,2.2395226973908064,3.5252567277426303,1.563474902917117,2.849208933268941,1.2857340303518239,3.159074447060675,3.189360976283234,4.542582496277799,1.6336528868596167,3.623790012293186,3.6502227504855758
43.0,0.013706145355673986,59.0,0.0,-0.12659999537789632,-0.5144877749719212,-0.7689317004174365,-0.8153490569232156,0.11108292089285672,-0.2708806209001906,-0.3974654162917503,0.3437969253438116,-1.9112512101237853,0.702131948916018,0.0,4.0,7.0,229.0,-30.70153957376973,-12.029802875895037,7.750533772492703,35.14019271961557,2.7018592270702775,1.1841022133136063,1.5505578775201736,3.6996418883249227,18.671736697874692,38.45207334626243,65.84173229338529,19.78033664838774,47.169995595510606,27.389658947122868,2.9499392086073533,3.115168216075123,4.5811999939702694,1.9509812359717984,3.884513888947056,4.011431145288208,0.8592600166268504,1.5253885588277338,3.155732520158551,0.6661285422008836,2.2964725035317004,1.6303439613308168,2.7975187547574443,2.814608511501892,4.37088589338908,1.5576763200487187,3.6890348247270963,3.702011321950344
44.0,-1.4894275135088044,89.0,0.0,-1.6214216246627184,0.5824532032906117,0.3569867441839447,-0.26738867258601234,-1.447891768345576,0.7338072209133857,-0.14394943380829225,-1.2333928579546003,-1.7224339418176062,-1.7089142517776483,1.0,9.0,8.0,11.0,-30.539537509807076,-11.347170984790061,10.648079860552976,35.630991431904825,3.06115770891849,1.2234755471638141,2.00673937479501,4.072481155559099,19.192366525017015,41.18761737036005,66.1705289417119,21.995250845343037,46.978162416694886,24.98291157135185,3.29660111833065,3.6602854311137767,5.094682451463984,2.3502968605817567,4.252292931688946,4.540055691369506,1.3106290803656708,4.328693145197154,3.415268405081642,3.0180640648314836,2.104639324715971,-0.9134247401155124,3.1408350082165875,3.3766645996642692,4.792688866504509,2.022764890579742,3.9572187903946494,4.146878322888129
45.0,0.4865079471502992,53.0,0.0,0.4794026011456441,-0.17278142098777918,-1.8739003407931285,0.18702561918750274,1.7494339682998834,0.3567609237120096,0.3001314887638321,0.9560892826431108,-0.2418904393288397,0.3368681081823809,1.0,1.0,4.0,53.0,-31.146741697033004,-14.179560577938297,2.4857581633721932,30.133117158466902,2.6735915104838646,1.6184734701049808,1.3212038978090628,3.0125892488673083,16.967181119094707,33.6324998604052,61.27985885549991,16.66531874131049,44.3126777364052,27.64735899509471,3.1253076549941525,2.982225897633721,4.027876059081546,2.0892668841054074,3.4198172986030335,3.2895704464225646,-0.8460701019722173,-3.294959466848587,-1.3794870900099,-2.4488893648763694,-0.5334169880376829,1.9154723768386865,3.1591307655257137,3.0310086869546704,4.334728245318002,1.7045942235504963,3.536735326162353,3.4227771230432635
46.0,1.6252809460412152,163.0,0.0,1.6635044382564037,-2.48403292321738,-0.10697990184721842,0.36092683035714496,-0.6826174481788424,0.3962843391691737,-1.3478123883682236,0.72314303359102,2.2372918111718945,0.27998603181556464,1.0,4.0,4.0,59.0,-30.454105214378195,-13.713163864328425,4.5510631924466,30.13054888836964,2.6895302308226237,1.563700756415536,1.4154961899185858,2.8670981765128936,16.74094135004977,35.005168406824794,60.584654102747834,18.264227056775027,43.84371275269807,25.57948569592304,3.111066202786967,3.039276612317942,3.9311353088226757,2.1092153800142253,3.2657942386773353,3.197480479602275,-1.0799147878277453,-2.081457885619301,-2.494538167918229,-1.0015430977915556,-1.4146233800904833,-0.4130802822989279,3.141819159851393,3.052076395878135,4.764505434761587,1.7132481131043307,4.03987138516213,3.970479001546154
47.0,-0.8825986838075539,23.0,0.0,-0.8886317757201432,1.009019605468516,0.9629848928598206,0.005163515298625813,0.6150417805532143,0.2774884796288833,0.7229244270799069,1.5725053087163312,0.4560968561981034,-0.1496098443683989,0.0,1.0,7.0,5.0,-31.000657616364375,-13.313687605049255,3.9157185784591846,33.70281279872562,3.2925244496547497,1.3804244954198783,1.4818310867116455,3.0691175786658476,17.68697001131512,34.916376194823556,64.70347041509,17.229406183508438,47.01650040377487,29.787094220266432,3.570194537995029,3.6106149920919743,4.501133186570914,2.0251901533190018,3.365271831402471,3.4081235425407828,-0.09861816042165827,-2.0110831324302216,2.0166961020441594,-1.9124649720085634,2.1153142624658177,4.027779234474381,3.5934771638981755,3.526452817267792,4.508395117449257,1.5386950074009025,3.202708133505895,3.127320056115633
49.0,0.1721220833836021,7.0,0.0,0.179485277989533,0.6024416544899727,-0.22954158744363995,-0.23890637031573744,0.6976835156985398,-0.16632210811546735,-1.493403391515505,0.777403210886973,1.0002271136912462,2.0010498225587643,0.0,5.0,9.0,29.0,-29.805681773135255,-11.64684257229506,9.81045334896758,37.37849011288577,2.8727702901909673,1.2015331310565467,2.0208870823211154,3.531153521936552,18.158839200840195,39.61613512210283,67.18417188602103,21.45729592126264,49.02533268518083,27.568036763918194,3.1139189143634494,3.512377220586685,4.552126353220966,2.3510989907953466,3.7299768176908907,4.0685414825189214,0.32047717995278313,2.663564995028565,4.4722867731547025,2.3430878150757817,4.15180959320192,1.808721778126138,3.236435116466003,3.402425657920292,4.534323912318097,1.8436049665482102,3.5188737199317885,3.6721193269563845
52.0,-1.5583866431372109,167.0,0.0,-1.6214216246627184,1.5123621562223288,1.0980770321701203,-1.0844698788633629,0.3006524393542665,-0.08983806726155916,1.2972310279839478,1.0379311758106031,0.3062309596190086,0.158734503283518,1.0,5.0,8.0,71.0,-30.22076184706699,-12.364339849870987,8.579203298592029,37.22934326359347,2.6570697817113085,1.2297425624384744,1.6592150943333366,3.778752968828061,17.856421997196,38.799965145659016,67.45010511066046,20.943543148463014,49.59368311346446,28.650139965001443,2.9278467505585275,3.1325731522419336,4.619414878998234,2.0652509530651058,3.9738194183052196,4.126980582543426,0.0417114405228336,1.8725058184052426,4.808872895615338,1.830794377882409,4.767161455092505,2.9363670772100963,2.8344761476576403,2.827243606318363,4.35853666292796,1.6045174100347397,3.6848353493370265,3.679274783099475
